TRANSACTION_ID,STORE_ID,PRODUCT_ID,CUSTOMER_ID,QUANTITY,UNIT_PRICE,TOTAL_AMOUNT,TRANSACTION_DT
T0004031,S158,P0172,C002050,7,760.74,5325.18,2021-05-02 16:21:19
T0004032,S041,P0182,C000249,10,41.44,414.4,2022-01-25 06:55:17
T0004033,S163,P0341,C002918,4,291.06,1164.24,2021-02-14 05:24:15
T0004034,S013,P0416,C001711,9,338.45,3046.05,2022-01-16 05:11:16
T0004035,S004,P0165,C000880,9,534.29,4808.61,2022-08-02 12:15:43
T0004036,S042,P0285,C000457,4,89.42,357.68,2022-05-28 20:51:36
T0004037,S120,P0264,C001298,8,495.85,3966.8,2022-10-15 05:27:10
T0004038,S058,P0075,C001546,7,690.45,4833.15,2021-06-25 01:10:41
T0004039,S054,P0282,C000637,2,168.8,337.6,2021-09-01 19:05:42
T0004040,S106,P0089,C000031,6,385.31,2311.86,2021-03-30 04:40:03
T0004041,S096,P0407,C001307,2,617.6,1235.2,2022-05-12 01:42:28
T0004042,S145,P0387,C002579,10,126.38,1263.8,2024-06-25 14:16:42
T0004043,S045,P0312,C001218,3,44.63,133.89,2024-09-24 14:49:57
T0004044,S075,P0330,C002510,8,290.68,2325.44,2023-10-04 00:36:08
T0004045,S122,P0011,C000896,5,595.02,2975.1,2022-11-23 13:45:26
T0004046,S045,P0037,C001459,6,40.89,245.34,2022-11-08 04:58:35
T0004047,S125,P0460,C001049,3,69.09,207.27,2021-08-14 14:32:31
T0004048,S146,P0473,C000422,10,37.14,371.4,2023-01-01 17:39:28
T0004049,S091,P0419,C002324,5,245.38,1226.9,2021-08-23 20:40:48
T0004050,S187,P0008,C001028,6,684.17,4105.02,2022-06-26 20:54:54
T0004051,S013,P0223,C001320,5,710.17,3550.85,2023-10-15 19:09:19
T0004052,S191,P0426,C000601,10,381.88,3818.8,2021-10-28 10:56:56
T0004053,S015,P0336,C002519,9,791.62,7124.58,2023-12-08 14:05:38
T0004054,S110,P0207,C000303,2,283.83,567.66,2023-12-18 16:10:03
T0004055,S015,P0433,C000055,8,643.5,5148.0,2022-07-06 22:18:50
T0004056,S198,P0390,C002271,10,665.43,6654.3,2021-01-26 00:29:15
T0004057,S107,P0047,C002255,1,795.32,795.32,2021-11-10 01:10:32
T0004058,S049,P0059,C001531,6,559.29,3355.74,2023-06-04 16:55:02
T0004059,S119,P0441,C001299,3,416.4,1249.2,2021-08-24 14:57:35
T0004060,S051,P0189,C002538,3,262.26,786.78,2024-07-05 09:20:34
T0004061,S188,P0144,C001234,6,184.61,1107.66,2021-03-01 16:24:19
T0004062,S112,P0166,C001256,8,753.07,6024.56,2023-12-18 18:38:43
T0004063,S148,P0050,C001297,6,692.33,4153.98,2024-06-30 08:46:47
T0004064,S160,P0275,C002396,8,92.76,742.08,2023-10-03 13:12:03
T0004065,S175,P0459,C002732,2,114.1,228.2,2022-09-22 04:51:19
T0004066,S082,P0476,C002940,9,390.38,3513.42,2021-02-13 18:06:10
T0004067,S191,P0152,C000595,3,233.63,700.89,2021-08-22 05:52:44
T0004068,S001,P0400,C000787,8,781.04,6248.32,2022-03-14 15:03:26
T0004069,S004,P0006,C000435,5,440.21,2201.05,2022-10-22 06:47:41
T0004070,S062,P0091,C001001,3,573.17,1719.51,2024-06-30 03:58:28
T0004071,S195,P0148,C000548,1,390.62,390.62,2022-06-25 03:39:43
T0004072,S125,P0302,C000870,10,727.09,7270.9,2022-11-03 07:59:45
T0004073,S131,P0150,C000788,1,774.8,774.8,2023-09-18 02:34:36
T0004074,S177,P0262,C001245,7,326.05,2282.35,2023-06-02 00:25:23
T0004075,S156,P0014,C000999,6,685.82,4114.92,2021-08-14 23:38:05
T0004076,S069,P0306,C000209,4,211.55,846.2,2022-03-24 08:28:12
T0004077,S025,P0127,C002332,4,226.6,906.4,2023-02-20 01:17:49
T0004078,S092,P0358,C001939,3,437.68,1313.04,2021-04-18 16:24:31
T0004079,S052,P0046,C000292,6,144.88,869.28,2024-10-08 15:01:47
T0004080,S126,P0442,C001690,3,573.45,1720.35,2022-05-03 18:18:27
T0004081,S110,P0184,C002179,3,127.6,382.8,2023-04-10 08:31:47
T0004082,S007,P0404,C000396,7,68.97,482.79,2021-06-08 18:20:43
T0004083,S015,P0097,C000141,4,661.82,2647.28,2023-12-09 15:56:29
T0004084,S149,P0390,C001125,3,665.43,1996.29,2023-03-26 07:41:19
T0004085,S173,P0474,C001158,1,249.11,249.11,2022-12-27 10:44:07
T0004086,S194,P0253,C001466,6,166.4,998.4,2021-05-29 12:06:40
T0004087,S194,P0340,C001647,10,714.9,7149.0,2023-12-02 08:11:24
T0004088,S041,P0096,C002495,10,291.7,2917.0,2021-05-28 19:55:53
T0004089,S018,P0084,C002077,1,452.9,452.9,2024-05-31 02:28:48
T0004090,S145,P0044,C001919,8,663.03,5304.24,2024-11-29 01:02:46
T0004091,S021,P0295,C002818,9,622.47,5602.23,2022-01-18 17:44:54
T0004092,S119,P0331,C000474,8,785.23,6281.84,2024-04-24 12:14:06
T0004093,S104,P0255,C002125,6,695.47,4172.82,2024-07-21 20:25:29
T0004094,S113,P0419,C001626,7,245.38,1717.66,2021-09-09 05:37:41
T0004095,S021,P0365,C001846,8,378.07,3024.56,2022-08-03 09:24:04
T0004096,S080,P0056,C001416,7,560.82,3925.74,2023-01-08 16:22:27
T0004097,S074,P0110,C001972,6,586.28,3517.68,2024-05-13 19:13:15
T0004098,S048,P0151,C002183,2,99.53,199.06,2022-03-18 05:17:45
T0004099,S138,P0404,C000477,9,68.97,620.73,2021-01-29 03:27:08
T0004100,S047,P0316,C002812,6,353.27,2119.62,2022-12-22 18:16:40
T0004101,S070,P0342,C001126,6,562.89,3377.34,2023-07-06 06:53:20
T0004102,S084,P0086,C001600,5,52.23,261.15,2021-03-13 16:16:54
T0004103,S028,P0358,C002949,5,437.68,2188.4,2024-07-08 20:47:15
T0004104,S022,P0102,C000441,1,785.2,785.2,2022-06-27 15:42:21
T0004105,S186,P0191,C000587,8,558.3,4466.4,2022-09-30 02:00:58
T0004106,S187,P0135,C001458,7,783.02,5481.14,2022-05-30 11:41:09
T0004107,S072,P0407,C000865,2,617.6,1235.2,2024-07-21 06:28:25
T0004108,S148,P0029,C000975,9,300.89,2708.01,2021-12-28 15:22:31
T0004109,S082,P0051,C000628,10,467.84,4678.4,2022-06-07 16:24:59
T0004110,S048,P0294,C002385,3,552.3,1656.9,2023-04-11 08:09:32
T0004111,S050,P0231,C000134,1,334.35,334.35,2024-05-11 12:41:56
T0004112,S032,P0036,C000895,10,205.16,2051.6,2021-06-20 06:43:01
T0004113,S038,P0080,C001803,7,665.19,4656.33,2021-07-22 12:47:02
T0004114,S142,P0131,C000620,6,381.76,2290.56,2024-11-30 03:04:20
T0004115,S023,P0466,C002218,8,530.91,4247.28,2024-11-20 10:46:34
T0004116,S047,P0081,C000978,2,385.72,771.44,2024-02-22 11:57:18
T0004117,S130,P0111,C000359,4,87.62,350.48,2021-12-17 22:41:11
T0004118,S124,P0180,C002011,1,445.97,445.97,2022-02-14 10:36:27
T0004119,S008,P0319,C001813,2,583.28,1166.56,2024-01-02 03:24:09
T0004120,S069,P0424,C002191,6,61.0,366.0,2022-09-24 08:19:59
T0004121,S103,P0075,C002616,8,690.45,5523.6,2024-08-29 09:42:39
T0004122,S134,P0433,C002990,2,643.5,1287.0,2024-02-24 16:54:55
T0004123,S049,P0060,C001962,9,357.36,3216.24,2022-10-06 04:54:32
T0004124,S152,P0246,C001770,5,90.56,452.8,2021-11-29 18:30:39
T0004125,S065,P0336,C001599,9,791.62,7124.58,2022-10-12 04:31:26
T0004126,S152,P0079,C001650,2,278.92,557.84,2023-09-26 12:49:17
T0004127,S176,P0277,C001634,10,488.18,4881.8,2021-11-01 16:24:10
T0004128,S180,P0365,C001161,3,378.07,1134.21,2024-09-08 22:17:01
T0004129,S013,P0425,C002637,1,579.47,579.47,2022-04-05 22:34:17
T0004130,S031,P0201,C000498,1,350.31,350.31,2021-10-10 18:38:13
T0004131,S021,P0056,C000435,2,560.82,1121.64,2023-10-01 01:13:19
T0004132,S077,P0011,C001187,8,595.02,4760.16,2024-01-20 23:52:42
T0004133,S169,P0411,C001923,4,479.17,1916.68,2023-09-02 10:53:43
T0004134,S131,P0026,C001531,3,541.25,1623.75,2021-08-30 16:51:18
T0004135,S187,P0002,C000526,1,754.93,754.93,2023-10-21 08:48:35
T0004136,S145,P0436,C001979,1,514.35,514.35,2024-07-11 02:54:28
T0004137,S107,P0348,C000932,2,561.12,1122.24,2023-05-17 04:43:18
T0004138,S149,P0162,C002108,2,210.8,421.6,2021-04-17 16:26:14
T0004139,S123,P0058,C002384,7,571.3,3999.1,2024-09-06 18:03:01
T0004140,S112,P0251,C001050,2,109.16,218.32,2024-11-06 14:39:04
T0004141,S099,P0425,C000209,7,579.47,4056.29,2022-06-30 19:57:27
T0004142,S087,P0448,C002251,9,459.73,4137.57,2024-01-13 23:47:07
T0004143,S074,P0403,C002587,5,376.19,1880.95,2022-06-29 04:57:28
T0004144,S074,P0175,C000239,5,635.97,3179.85,2024-06-16 18:27:44
T0004145,S131,P0207,C001194,6,283.83,1702.98,2022-03-31 18:16:47
T0004146,S109,P0287,C001200,6,539.69,3238.14,2021-08-07 06:16:02
T0004147,S107,P0169,C000728,8,106.5,852.0,2023-05-02 15:20:58
T0004148,S114,P0482,C000973,2,545.33,1090.66,2022-12-04 13:25:46
T0004149,S045,P0162,C001106,2,210.8,421.6,2024-11-24 16:58:22
T0004150,S139,P0109,C000748,2,434.98,869.96,2021-06-11 05:30:32
T0004151,S098,P0488,C002208,2,544.2,1088.4,2024-02-07 15:00:48
T0004152,S133,P0190,C000098,7,798.91,5592.37,2022-03-16 10:51:28
T0004153,S084,P0494,C002160,6,613.16,3678.96,2023-05-04 21:28:32
T0004154,S126,P0471,C001986,2,797.82,1595.64,2021-01-03 10:31:11
T0004155,S095,P0335,C001543,9,748.7,6738.3,2024-02-10 06:41:03
T0004156,S112,P0470,C002863,4,351.77,1407.08,2022-09-12 06:25:44
T0004157,S078,P0094,C000844,6,739.84,4439.04,2024-06-16 06:43:43
T0004158,S136,P0448,C002130,8,459.73,3677.84,2021-01-24 00:35:55
T0004159,S085,P0070,C001431,2,617.59,1235.18,2022-03-06 14:21:26
T0004160,S047,P0244,C000721,6,366.27,2197.62,2023-12-30 14:40:20
T0004161,S031,P0260,C000754,2,313.93,627.86,2021-05-14 22:49:51
T0004162,S066,P0006,C002905,9,440.21,3961.89,2022-07-14 18:15:29
T0004163,S120,P0133,C000635,7,212.65,1488.55,2021-08-21 12:37:57
T0004164,S162,P0401,C001277,8,426.53,3412.24,2021-08-28 06:12:15
T0004165,S018,P0394,C002988,7,524.27,3669.89,2021-09-15 17:11:32
T0004166,S096,P0233,C002584,4,618.4,2473.6,2022-05-09 06:42:06
T0004167,S009,P0013,C001721,2,665.82,1331.64,2021-08-20 23:29:16
T0004168,S174,P0314,C000915,7,115.61,809.27,2024-02-08 22:11:59
T0004169,S089,P0479,C000637,10,638.89,6388.9,2024-11-23 17:05:50
T0004170,S200,P0146,C002211,1,227.87,227.87,2021-12-12 07:04:11
T0004171,S060,P0326,C001470,3,519.47,1558.41,2022-05-07 11:36:56
T0004172,S133,P0323,C001040,6,764.12,4584.72,2024-05-08 15:46:16
T0004173,S061,P0411,C002288,4,479.17,1916.68,2024-09-25 23:51:12
T0004174,S133,P0158,C001603,1,519.26,519.26,2023-07-12 10:30:02
T0004175,S150,P0498,C000290,7,668.16,4677.12,2024-06-04 19:00:48
T0004176,S032,P0163,C001339,6,329.26,1975.56,2023-06-12 03:42:39
T0004177,S050,P0406,C002493,7,748.99,5242.93,2024-11-30 01:52:12
T0004178,S172,P0160,C001936,6,64.92,389.52,2021-08-27 23:04:22
T0004179,S002,P0149,C000757,5,610.7,3053.5,2021-10-08 11:39:58
T0004180,S143,P0134,C001612,6,794.37,4766.22,2023-11-27 21:33:59
T0004181,S149,P0108,C000820,4,703.13,2812.52,2022-11-25 17:21:43
T0004182,S024,P0230,C001773,9,543.69,4893.21,2024-12-30 13:06:44
T0004183,S050,P0260,C001111,10,313.93,3139.3,2024-06-15 09:50:27
T0004184,S006,P0268,C001107,8,220.76,1766.08,2023-08-10 05:22:34
T0004185,S121,P0315,C001855,3,261.89,785.67,2023-11-13 00:53:03
T0004186,S159,P0447,C000569,8,178.04,1424.32,2023-07-26 02:40:40
T0004187,S077,P0001,C000100,5,745.24,3726.2,2023-02-11 09:20:28
T0004188,S014,P0271,C002037,10,344.75,3447.5,2024-01-15 03:38:45
T0004189,S122,P0121,C001770,2,306.02,612.04,2023-11-09 19:06:52
T0004190,S087,P0231,C001408,3,334.35,1003.05,2022-07-09 13:14:04
T0004191,S042,P0467,C000469,7,249.77,1748.39,2022-08-22 06:00:11
T0004192,S167,P0018,C002838,2,405.41,810.82,2021-08-16 18:50:05
T0004193,S013,P0269,C000692,10,433.53,4335.3,2022-10-30 09:10:29
T0004194,S162,P0288,C002659,6,148.77,892.62,2021-10-01 03:03:04
T0004195,S188,P0483,C000335,3,397.64,1192.92,2021-08-19 13:16:38
T0004196,S148,P0455,C001275,7,62.39,436.73,2022-05-19 06:51:15
T0004197,S064,P0288,C000440,8,148.77,1190.16,2024-03-11 19:29:06
T0004198,S065,P0076,C001794,7,564.13,3948.91,2024-04-29 01:38:21
T0004199,S026,P0240,C001914,1,473.33,473.33,2023-02-08 22:38:01
T0004200,S165,P0027,C002829,6,456.17,2737.02,2022-04-14 07:09:28
T0004201,S120,P0032,C002808,2,602.02,1204.04,2024-05-12 23:04:31
T0004202,S061,P0195,C000932,10,323.3,3233.0,2024-06-03 19:02:07
T0004203,S177,P0209,C001390,2,775.67,1551.34,2022-06-16 23:19:05
T0004204,S056,P0209,C001028,7,775.67,5429.69,2022-01-12 20:41:43
T0004205,S098,P0366,C002864,10,654.1,6541.0,2021-04-24 12:33:18
T0004206,S080,P0368,C001396,3,253.58,760.74,2021-06-02 21:26:49
T0004207,S011,P0401,C002387,3,426.53,1279.59,2023-03-22 17:15:54
T0004208,S032,P0096,C001307,9,291.7,2625.3,2022-07-17 00:24:39
T0004209,S076,P0410,C002025,7,382.07,2674.49,2021-04-30 18:28:15
T0004210,S169,P0127,C000111,8,226.6,1812.8,2022-05-21 12:00:29
T0004211,S072,P0216,C000197,1,168.92,168.92,2023-09-27 21:09:45
T0004212,S118,P0362,C001042,1,231.57,231.57,2024-07-23 17:09:20
T0004213,S112,P0265,C001436,7,767.45,5372.15,2022-07-07 09:24:12
T0004214,S194,P0305,C002830,3,71.01,213.03,2022-10-04 12:22:18
T0004215,S148,P0119,C001012,5,158.1,790.5,2023-12-27 18:20:40
T0004216,S098,P0291,C001308,5,500.16,2500.8,2023-04-13 19:53:55
T0004217,S016,P0003,C000514,3,485.92,1457.76,2021-01-31 22:17:52
T0004218,S114,P0217,C001125,7,300.29,2102.03,2023-01-14 07:19:52
T0004219,S018,P0363,C002978,8,195.22,1561.76,2024-09-24 13:36:37
T0004220,S177,P0456,C002525,6,741.49,4448.94,2024-03-04 15:15:08
T0004221,S035,P0352,C002749,8,425.08,3400.64,2022-06-26 04:38:53
T0004222,S056,P0119,C001231,2,158.1,316.2,2021-11-10 19:52:09
T0004223,S177,P0124,C001178,4,507.18,2028.72,2024-07-28 17:08:05
T0004224,S006,P0124,C001890,6,507.18,3043.08,2022-01-18 14:17:19
T0004225,S157,P0415,C001708,9,618.17,5563.53,2023-02-06 17:23:14
T0004226,S092,P0117,C002446,2,605.01,1210.02,2023-02-23 23:24:18
T0004227,S156,P0054,C000774,10,214.7,2147.0,2022-06-23 13:49:40
T0004228,S142,P0401,C002496,4,426.53,1706.12,2022-04-27 04:38:37
T0004229,S124,P0201,C001626,2,350.31,700.62,2023-02-10 07:55:36
T0004230,S160,P0257,C001152,9,516.17,4645.53,2021-08-02 04:23:06
T0004231,S118,P0078,C000610,6,380.22,2281.32,2021-08-29 06:21:06
T0004232,S084,P0247,C001249,9,200.61,1805.49,2021-08-31 12:43:05
T0004233,S054,P0092,C001261,7,784.79,5493.53,2024-07-22 01:53:16
T0004234,S164,P0194,C000930,10,241.76,2417.6,2023-11-19 03:55:27
T0004235,S161,P0269,C000024,9,433.53,3901.77,2022-11-09 12:46:37
T0004236,S070,P0089,C000144,7,385.31,2697.17,2021-01-05 22:13:32
T0004237,S161,P0311,C002925,4,375.42,1501.68,2024-06-03 22:45:55
T0004238,S102,P0028,C000226,8,797.41,6379.28,2024-01-27 20:51:07
T0004239,S191,P0133,C002363,4,212.65,850.6,2022-11-25 00:14:20
T0004240,S103,P0051,C001996,8,467.84,3742.72,2022-01-06 07:27:35
T0004241,S131,P0069,C000130,8,799.67,6397.36,2022-12-21 02:38:06
T0004242,S029,P0123,C001229,9,160.89,1448.01,2023-06-01 12:21:37
T0004243,S116,P0303,C001716,9,100.62,905.58,2021-08-19 00:26:11
T0004244,S063,P0096,C000249,3,291.7,875.1,2021-12-01 09:25:57
T0004245,S001,P0051,C001994,4,467.84,1871.36,2024-10-22 05:49:52
T0004246,S144,P0043,C001308,10,754.62,7546.2,2024-11-09 22:52:35
T0004247,S083,P0389,C002853,5,161.82,809.1,2022-03-05 02:20:55
T0004248,S037,P0134,C002598,7,794.37,5560.59,2023-09-28 09:06:36
T0004249,S003,P0359,C000018,10,530.16,5301.6,2022-08-15 00:14:03
T0004250,S077,P0125,C001838,9,732.88,6595.92,2021-07-26 10:21:54
T0004251,S018,P0060,C002392,6,357.36,2144.16,2023-12-19 17:00:20
T0004252,S184,P0475,C000919,7,410.31,2872.17,2021-04-13 15:00:28
T0004253,S179,P0442,C000951,5,573.45,2867.25,2021-03-23 13:30:43
T0004254,S021,P0455,C000828,1,62.39,62.39,2021-04-05 12:43:20
T0004255,S119,P0096,C000955,10,291.7,2917.0,2023-02-05 07:30:07
T0004256,S048,P0232,C002316,2,187.41,374.82,2023-11-06 06:12:22
T0004257,S059,P0113,C000506,7,685.86,4801.02,2023-09-23 04:19:19
T0004258,S108,P0071,C002449,10,429.6,4296.0,2023-05-01 20:02:37
T0004259,S017,P0338,C001917,6,304.87,1829.22,2022-09-23 20:14:03
T0004260,S024,P0148,C001208,3,390.62,1171.86,2024-08-23 08:57:46
T0004261,S057,P0177,C000638,2,481.51,963.02,2022-10-08 14:45:51
T0004262,S013,P0073,C000890,3,776.17,2328.51,2022-09-09 18:03:02
T0004263,S079,P0471,C001624,9,797.82,7180.38,2023-09-11 20:40:08
T0004264,S034,P0488,C002023,2,544.2,1088.4,2024-02-03 12:44:51
T0004265,S091,P0378,C000293,4,376.48,1505.92,2023-08-15 01:58:30
T0004266,S054,P0360,C001440,10,49.95,499.5,2023-07-15 21:49:31
T0004267,S118,P0444,C002221,1,320.16,320.16,2024-02-19 17:59:41
T0004268,S130,P0325,C001188,2,45.66,91.32,2023-07-27 18:38:31
T0004269,S108,P0458,C001931,10,748.43,7484.3,2024-08-23 08:09:00
T0004270,S158,P0393,C000884,7,413.49,2894.43,2024-05-05 08:00:58
T0004271,S147,P0155,C002437,10,549.62,5496.2,2024-09-20 11:59:20
T0004272,S126,P0095,C000123,3,695.3,2085.9,2021-04-16 07:29:52
T0004273,S082,P0084,C000497,1,452.9,452.9,2022-09-12 19:40:27
T0004274,S025,P0061,C001063,7,528.68,3700.76,2023-12-20 23:01:21
T0004275,S023,P0125,C002187,10,732.88,7328.8,2022-04-11 08:52:39
T0004276,S019,P0109,C002145,7,434.98,3044.86,2022-02-12 10:31:17
T0004277,S148,P0070,C000882,6,617.59,3705.54,2024-11-24 04:53:29
T0004278,S191,P0143,C002488,4,281.57,1126.28,2023-09-26 04:04:03
T0004279,S012,P0466,C001142,2,530.91,1061.82,2023-08-10 14:29:18
T0004280,S048,P0413,C002277,6,443.25,2659.5,2024-12-08 03:49:48
T0004281,S002,P0128,C002662,1,723.93,723.93,2021-05-25 14:59:31
T0004282,S071,P0430,C000172,5,407.18,2035.9,2021-02-22 08:17:39
T0004283,S158,P0358,C001918,7,437.68,3063.76,2021-09-23 04:12:02
T0004284,S029,P0271,C002277,1,344.75,344.75,2023-06-14 22:19:19
T0004285,S010,P0142,C001002,9,593.92,5345.28,2024-04-19 02:54:34
T0004286,S028,P0156,C002650,9,507.05,4563.45,2021-10-29 02:32:45
T0004287,S156,P0463,C002362,2,554.52,1109.04,2021-12-14 00:00:10
T0004288,S097,P0076,C001040,5,564.13,2820.65,2021-05-11 19:13:44
T0004289,S081,P0385,C000086,2,681.37,1362.74,2024-09-30 15:10:15
T0004290,S200,P0215,C002997,5,50.22,251.1,2024-10-02 02:52:42
T0004291,S088,P0421,C000075,10,642.07,6420.7,2024-06-08 13:23:45
T0004292,S127,P0380,C001353,7,621.19,4348.33,2023-12-16 03:09:21
T0004293,S019,P0332,C000937,5,654.85,3274.25,2022-03-31 02:48:03
T0004294,S087,P0115,C000754,10,57.64,576.4,2022-04-01 03:24:53
T0004295,S067,P0300,C000952,10,685.4,6854.0,2021-10-02 18:50:04
T0004296,S166,P0080,C000641,4,665.19,2660.76,2023-01-22 22:11:45
T0004297,S103,P0125,C001136,8,732.88,5863.04,2021-12-09 15:37:33
T0004298,S043,P0374,C001107,8,501.2,4009.6,2021-08-02 21:38:05
T0004299,S196,P0382,C000957,10,428.94,4289.4,2021-07-13 15:18:50
T0004300,S082,P0457,C000682,8,194.77,1558.16,2024-10-12 16:05:56
T0004301,S192,P0477,C000816,1,284.63,284.63,2024-01-20 17:18:30
T0004302,S180,P0070,C002767,5,617.59,3087.95,2021-01-21 08:30:39
T0004303,S102,P0147,C002151,1,604.85,604.85,2021-01-26 06:00:46
T0004304,S171,P0490,C001455,5,561.52,2807.6,2021-01-19 15:42:37
T0004305,S182,P0138,C002576,7,497.44,3482.08,2024-10-02 16:30:20
T0004306,S109,P0188,C000265,8,200.59,1604.72,2021-10-26 17:37:36
T0004307,S191,P0256,C002897,6,368.62,2211.72,2022-03-26 05:43:03
T0004308,S148,P0058,C000540,4,571.3,2285.2,2024-07-26 13:57:37
T0004309,S084,P0377,C001361,7,126.5,885.5,2022-08-23 09:24:42
T0004310,S028,P0134,C002403,4,794.37,3177.48,2021-01-10 01:08:09
T0004311,S019,P0378,C001508,10,376.48,3764.8,2021-01-03 07:57:50
T0004312,S144,P0094,C001041,1,739.84,739.84,2022-05-03 01:43:05
T0004313,S150,P0085,C000566,9,708.25,6374.25,2022-04-04 11:15:47
T0004314,S052,P0198,C001114,5,585.05,2925.25,2023-01-27 13:58:11
T0004315,S109,P0103,C000096,10,209.84,2098.4,2024-08-24 01:37:08
T0004316,S097,P0219,C002339,6,139.24,835.44,2024-01-31 01:55:56
T0004317,S192,P0147,C002507,5,604.85,3024.25,2021-02-08 14:14:53
T0004318,S105,P0430,C001235,5,407.18,2035.9,2023-04-16 13:25:40
T0004319,S018,P0170,C001897,2,724.31,1448.62,2023-09-22 21:01:50
T0004320,S039,P0356,C000950,1,552.88,552.88,2021-01-26 04:59:31
T0004321,S135,P0258,C000831,5,301.0,1505.0,2024-03-29 23:57:39
T0004322,S033,P0467,C002197,5,249.77,1248.85,2022-08-31 12:04:34
T0004323,S084,P0387,C000170,8,126.38,1011.04,2022-09-28 23:28:58
T0004324,S044,P0419,C002532,9,245.38,2208.42,2021-10-18 19:50:13
T0004325,S006,P0101,C002916,8,380.62,3044.96,2024-04-03 09:58:10
T0004326,S069,P0016,C000215,1,468.78,468.78,2021-05-13 00:08:01
T0004327,S085,P0222,C002173,10,314.94,3149.4,2023-09-18 17:15:38
T0004328,S153,P0026,C000919,7,541.25,3788.75,2022-06-12 22:10:55
T0004329,S097,P0156,C001235,3,507.05,1521.15,2024-10-03 05:33:57
T0004330,S030,P0422,C001650,10,752.99,7529.9,2023-04-13 19:03:26
T0004331,S156,P0408,C000696,9,389.45,3505.05,2023-06-05 20:31:33
T0004332,S125,P0299,C001859,10,457.0,4570.0,2022-04-25 10:40:57
T0004333,S129,P0446,C001310,10,302.8,3028.0,2023-06-05 06:50:04
T0004334,S093,P0243,C000513,3,670.66,2011.98,2024-09-25 07:16:00
T0004335,S186,P0044,C001294,3,663.03,1989.09,2024-10-08 14:39:39
T0004336,S009,P0185,C002819,8,117.51,940.08,2024-04-30 10:24:11
T0004337,S141,P0036,C001283,8,205.16,1641.28,2022-10-16 19:17:57
T0004338,S031,P0013,C000147,2,665.82,1331.64,2023-01-26 11:10:07
T0004339,S079,P0236,C001474,2,571.83,1143.66,2022-01-03 09:30:25
T0004340,S096,P0252,C000963,8,163.59,1308.72,2024-10-21 20:45:21
T0004341,S179,P0277,C001099,9,488.18,4393.62,2021-03-19 02:04:33
T0004342,S038,P0411,C000017,4,479.17,1916.68,2021-12-11 18:52:41
T0004343,S127,P0437,C002636,1,662.68,662.68,2023-06-24 19:01:15
T0004344,S199,P0296,C001575,2,436.14,872.28,2023-09-08 19:10:27
T0004345,S186,P0448,C000961,3,459.73,1379.19,2024-09-19 04:50:45
T0004346,S096,P0341,C000238,10,291.06,2910.6,2024-12-14 03:47:41
T0004347,S095,P0369,C001478,8,578.09,4624.72,2022-04-15 05:46:50
T0004348,S046,P0483,C000596,3,397.64,1192.92,2022-05-12 04:54:44
T0004349,S103,P0453,C000152,2,719.74,1439.48,2023-07-18 13:04:02
T0004350,S074,P0074,C001612,10,344.43,3444.3,2024-12-23 19:19:39
T0004351,S134,P0400,C000845,3,781.04,2343.12,2021-05-04 22:21:18
T0004352,S148,P0423,C002585,2,493.9,987.8,2021-10-06 09:55:25
T0004353,S039,P0107,C001274,9,773.32,6959.88,2022-01-21 23:48:53
T0004354,S159,P0332,C000155,7,654.85,4583.95,2021-06-11 18:49:07
T0004355,S070,P0395,C001360,7,218.56,1529.92,2024-11-25 17:36:52
T0004356,S037,P0225,C002094,6,239.52,1437.12,2023-09-10 07:10:07
T0004357,S006,P0069,C002897,4,799.67,3198.68,2024-09-16 21:32:51
T0004358,S075,P0286,C001194,8,623.57,4988.56,2024-11-29 16:05:20
T0004359,S021,P0138,C001614,8,497.44,3979.52,2022-04-24 07:29:48
T0004360,S166,P0302,C002975,1,727.09,727.09,2024-06-29 05:36:13
T0004361,S032,P0125,C001813,1,732.88,732.88,2021-08-19 19:00:24
T0004362,S055,P0424,C000641,8,61.0,488.0,2022-06-22 00:24:19
T0004363,S050,P0500,C000479,7,282.65,1978.55,2024-04-23 10:31:21
T0004364,S164,P0443,C001958,5,461.88,2309.4,2022-05-11 09:28:40
T0004365,S022,P0276,C002174,2,268.88,537.76,2023-01-09 23:01:54
T0004366,S115,P0334,C001757,6,639.15,3834.9,2021-06-20 13:36:34
T0004367,S016,P0073,C000397,9,776.17,6985.53,2023-04-02 09:29:34
T0004368,S088,P0312,C002295,3,44.63,133.89,2021-06-26 20:56:23
T0004369,S078,P0060,C001495,2,357.36,714.72,2023-09-01 14:51:44
T0004370,S195,P0496,C001008,9,374.0,3366.0,2023-04-17 03:13:04
T0004371,S142,P0335,C002500,1,748.7,748.7,2024-01-29 12:44:43
T0004372,S078,P0471,C000033,4,797.82,3191.28,2021-05-07 07:05:22
T0004373,S037,P0184,C000910,6,127.6,765.6,2022-10-23 12:00:54
T0004374,S152,P0310,C002965,6,565.98,3395.88,2022-02-06 21:45:11
T0004375,S115,P0093,C000046,6,454.47,2726.82,2023-04-28 00:34:35
T0004376,S001,P0326,C001711,5,519.47,2597.35,2021-10-14 00:04:53
T0004377,S156,P0089,C000583,6,385.31,2311.86,2024-03-08 17:54:22
T0004378,S064,P0317,C001699,8,115.36,922.88,2021-04-07 16:13:44
T0004379,S023,P0022,C001594,1,457.49,457.49,2021-07-24 03:06:35
T0004380,S181,P0120,C002586,1,65.41,65.41,2022-04-04 04:56:34
