product_id,location_id,location_type,quantity,last_updated
PROD201578,LOC2172,Store,403,2025-08-16 15:26:07
PROD202030,LOC2488,Store,287,2023-02-15 04:55:02
PROD204664,LOC2250,Warehouse,720,2025-11-07 02:58:42
PROD202772,LOC2456,Store,244,2025-07-30 11:50:40
PROD203004,LOC2279,Store,573,2023-01-23 20:22:26
PROD200235,LOC1824,Warehouse,446,2025-12-25 07:12:38
PROD203780,LOC2341,Warehouse,93,2025-09-22 19:48:12
PROD202684,LOC1532,Store,848,2025-05-15 19:18:44
PROD201483,LOC1732,Warehouse,933,2025-04-05 20:40:31
PROD202684,LOC1733,Store,699,2024-09-20 02:15:42
PROD201341,LOC1354,Distributor,774,2023-11-19 19:39:26
PROD203836,LOC1572,Warehouse,881,2024-12-25 04:07:19
PROD204974,LOC1816,Warehouse,959,2023-03-31 18:09:00
PROD203673,LOC1849,Warehouse,763,2025-02-25 19:50:13
PROD200910,LOC2779,Distributor,313,2025-04-30 18:31:19
PROD200292,LOC1298,Distributor,751,2025-03-26 16:05:17
PROD204225,LOC2225,Distributor,619,2024-04-27 23:21:22
PROD200283,LOC2658,Store,697,2025-02-22 18:32:15
PROD200134,LOC1712,Warehouse,754,2023-05-27 03:21:16
PROD204630,LOC1853,Distributor,842,2024-01-01 15:26:15
PROD203165,LOC2806,Store,199,2023-12-17 04:11:47
PROD202610,LOC1282,Warehouse,780,2023-09-19 02:19:14
PROD204117,LOC2411,Distributor,731,2024-04-16 15:41:40
PROD202244,LOC2178,Warehouse,735,2025-01-26 03:29:21
PROD201022,LOC2027,Store,444,2024-04-02 13:21:18
PROD200127,LOC1665,Distributor,415,2024-10-13 11:11:24
PROD204445,LOC2426,Warehouse,945,2025-02-13 00:20:05
PROD203909,LOC1829,Store,295,2025-08-26 22:19:24
PROD202845,LOC2634,Distributor,560,2023-02-21 06:46:59
PROD204861,LOC1400,Store,992,2025-05-09 07:20:13
PROD202879,LOC2807,Warehouse,620,2024-03-17 16:05:18
PROD202920,LOC1583,Store,256,2023-05-09 01:26:21
PROD201855,LOC2661,Distributor,610,2023-04-24 07:23:16
PROD204566,LOC2300,Warehouse,284,2025-04-27 02:16:16
PROD200936,LOC2756,Distributor,51,2024-12-18 19:10:39
PROD202130,LOC2379,Distributor,203,2025-12-04 19:20:59
PROD200986,LOC2532,Distributor,162,2023-06-10 15:30:58
PROD202740,LOC2411,Store,430,2025-07-29 09:06:37
PROD202069,LOC1280,Distributor,874,2023-02-06 09:08:07
PROD201573,LOC2169,Warehouse,474,2024-01-29 03:14:06
PROD201603,LOC2659,Warehouse,45,2023-11-17 23:38:00
PROD201556,LOC2104,Warehouse,832,2023-12-31 00:53:38
PROD200202,LOC1304,Distributor,388,2025-08-03 00:32:08
PROD201344,LOC1544,Distributor,54,2025-05-26 04:19:43
PROD200876,LOC2610,Warehouse,568,2024-02-15 06:41:42
PROD201916,LOC2067,Warehouse,902,2025-05-22 03:42:23
PROD202206,LOC1763,Store,297,2023-12-06 21:25:04
PROD200317,LOC2674,Warehouse,738,2025-04-16 17:30:57
PROD201162,LOC2431,Distributor,176,2024-03-10 19:13:48
PROD203112,LOC1215,Warehouse,958,2023-04-21 02:22:37
PROD201053,LOC1458,Distributor,706,2025-04-15 10:16:10
PROD202186,LOC2734,Warehouse,113,2025-08-12 07:40:11
PROD201793,LOC2648,Store,740,2023-03-28 20:36:51
PROD201253,LOC1313,Store,758,2024-08-06 04:19:27
PROD200100,LOC2732,Store,339,2024-02-02 02:20:46
PROD201020,LOC2700,Distributor,24,2023-03-04 04:09:34
PROD202620,LOC2867,Store,122,2023-02-25 08:05:17
PROD200983,LOC1275,Distributor,752,2025-01-26 05:52:59
PROD203706,LOC2833,Store,611,2024-06-26 12:11:43
PROD203766,LOC2296,Store,565,2023-09-09 05:50:16
PROD200255,LOC2856,Store,434,2024-12-03 22:38:51
PROD204575,LOC1413,Warehouse,662,2024-10-09 04:13:00
PROD200611,LOC1984,Store,95,2023-03-29 20:04:10
PROD201627,LOC2012,Warehouse,805,2023-05-13 08:55:45
PROD201967,LOC2095,Store,597,2023-06-05 02:34:17
PROD200117,LOC2441,Store,805,2023-09-23 01:20:14
PROD200967,LOC1875,Warehouse,22,2023-09-10 03:59:36
PROD201799,LOC2637,Distributor,550,2023-07-08 19:20:19
PROD203758,LOC2659,Distributor,503,2025-07-19 09:15:19
PROD201972,LOC2477,Distributor,585,2023-10-18 08:52:58
PROD201035,LOC2897,Store,561,2023-12-12 05:59:39
PROD204351,LOC1012,Warehouse,445,2024-11-19 07:34:50
PROD204186,LOC1765,Distributor,380,2024-03-18 02:15:50
PROD201858,LOC2117,Warehouse,237,2024-04-19 15:47:55
PROD204261,LOC1266,Distributor,402,2024-10-09 07:17:36
PROD201804,LOC1004,Warehouse,914,2025-04-11 09:57:16
PROD201323,LOC1231,Distributor,866,2023-04-03 08:46:47
PROD202869,LOC2530,Store,921,2023-11-23 07:03:53
PROD203792,LOC2412,Warehouse,664,2024-11-09 19:02:09
PROD202818,LOC2397,Store,596,2023-06-09 00:57:27
PROD202964,LOC1422,Store,139,2025-06-12 02:09:56
PROD203680,LOC1834,Distributor,867,2024-07-11 16:23:27
PROD203028,LOC2288,Distributor,846,2024-10-24 15:13:52
PROD201211,LOC2916,Store,736,2025-04-10 20:42:50
PROD201078,LOC2198,Warehouse,562,2024-12-28 03:10:42
PROD204632,LOC2021,Store,636,2024-09-09 07:05:01
PROD200314,LOC1384,Warehouse,93,2023-09-16 15:02:43
PROD200041,LOC1719,Store,606,2025-03-23 08:17:22
PROD201524,LOC1327,Distributor,146,2024-04-01 21:24:05
PROD203890,LOC2472,Store,342,2023-03-11 15:04:40
PROD202099,LOC2031,Warehouse,972,2024-05-12 22:31:14
PROD201774,LOC1701,Warehouse,254,2023-09-14 09:09:05
PROD203573,LOC1785,Distributor,883,2023-01-08 03:39:12
PROD202766,LOC2174,Store,946,2024-06-05 22:14:07
PROD201817,LOC1422,Store,380,2023-10-08 10:08:00
PROD204618,LOC2105,Distributor,561,2024-09-09 16:48:44
PROD202735,LOC2562,Store,737,2024-12-17 09:23:35
PROD200987,LOC1412,Warehouse,541,2024-04-22 12:24:19
PROD202038,LOC2798,Store,12,2025-12-15 00:42:17
PROD200555,LOC1290,Store,74,2024-01-24 21:14:53
PROD201432,LOC1047,Distributor,734,2025-10-17 23:12:28
PROD203693,LOC2055,Store,319,2023-05-10 01:32:27
PROD200821,LOC1035,Distributor,173,2025-01-04 17:00:34
PROD203557,LOC1661,Warehouse,944,2025-07-29 15:25:23
PROD203058,LOC1990,Store,175,2024-11-09 15:25:11
PROD202472,LOC1183,Store,18,2025-04-06 21:24:28
PROD203986,LOC2784,Warehouse,549,2023-02-20 21:11:29
PROD202373,LOC2655,Store,807,2024-12-19 17:03:36
PROD203515,LOC2942,Warehouse,89,2025-09-12 04:17:16
PROD204774,LOC2257,Distributor,488,2025-12-13 15:57:01
PROD200314,LOC1731,Distributor,321,2024-01-02 15:36:45
PROD203504,LOC1978,Store,431,2024-08-28 18:48:12
PROD200340,LOC1432,Distributor,257,2023-03-28 15:26:23
PROD204911,LOC1852,Store,298,2024-06-16 08:34:32
PROD204350,LOC2184,Store,168,2024-12-31 07:17:23
PROD204759,LOC2330,Warehouse,515,2025-01-05 12:05:53
PROD201528,LOC2141,Store,656,2023-04-03 05:40:48
PROD204396,LOC1952,Distributor,891,2025-07-20 10:23:40
PROD200643,LOC1804,Store,860,2023-09-19 17:43:56
PROD203734,LOC1733,Distributor,547,2024-12-20 03:51:17
PROD202383,LOC2078,Warehouse,564,2025-06-01 01:17:44
PROD203354,LOC1986,Warehouse,763,2023-07-20 09:11:28
PROD200419,LOC2265,Warehouse,97,2024-01-13 10:00:57
PROD201776,LOC2109,Store,415,2023-01-20 06:58:01
PROD204738,LOC1906,Store,34,2023-06-03 01:40:15
PROD202740,LOC1275,Warehouse,367,2025-03-04 07:50:36
PROD202870,LOC2344,Store,508,2023-01-15 14:25:09
PROD202390,LOC1572,Distributor,711,2024-03-20 20:12:36
PROD204741,LOC1689,Warehouse,338,2025-04-09 02:12:02
PROD202378,LOC2944,Store,923,2024-05-30 21:16:13
PROD200352,LOC1343,Store,575,2025-06-27 00:35:01
PROD203223,LOC2591,Distributor,562,2023-08-22 06:23:08
PROD202232,LOC1401,Warehouse,72,2025-01-07 19:19:23
PROD203954,LOC1937,Warehouse,972,2025-04-29 00:49:14
PROD200797,LOC2543,Distributor,517,2023-08-08 13:05:19
PROD200981,LOC1789,Store,310,2025-06-16 23:48:45
PROD201470,LOC2414,Store,457,2023-02-09 08:01:51
PROD203039,LOC1387,Store,191,2025-05-02 18:28:17
PROD202607,LOC1054,Warehouse,540,2025-05-26 09:11:40
PROD204609,LOC1339,Warehouse,223,2025-10-19 23:08:47
PROD204712,LOC1841,Warehouse,309,2023-01-15 21:45:47
PROD204794,LOC2545,Store,724,2024-07-11 21:41:50
PROD204038,LOC1943,Store,408,2025-01-02 21:07:45
PROD202711,LOC2457,Distributor,332,2023-02-06 13:38:24
PROD202817,LOC1503,Store,66,2024-07-29 17:00:46
PROD203362,LOC2334,Distributor,673,2024-03-22 22:15:46
PROD203198,LOC2425,Distributor,710,2025-01-13 03:20:55
PROD201977,LOC2917,Store,60,2023-01-05 11:48:53
PROD204473,LOC2371,Distributor,337,2023-05-29 14:32:44
PROD201799,LOC1784,Distributor,896,2025-04-08 10:03:04
PROD204919,LOC2622,Store,796,2023-10-29 01:04:25
PROD200838,LOC2035,Store,543,2024-10-19 14:26:22
PROD203067,LOC2350,Warehouse,887,2024-12-11 16:13:44
PROD201386,LOC1142,Warehouse,716,2025-05-30 10:13:25
PROD204974,LOC1659,Warehouse,423,2024-06-25 00:11:55
PROD200901,LOC2471,Store,81,2025-02-08 05:15:05
PROD203364,LOC1766,Distributor,56,2023-08-19 14:15:07
PROD204710,LOC2034,Warehouse,487,2024-06-01 01:24:57
PROD202948,LOC2833,Distributor,373,2024-07-23 00:58:59
PROD203243,LOC2588,Store,370,2025-11-20 06:03:11
PROD202583,LOC2892,Store,244,2025-01-17 15:25:09
PROD201187,LOC2911,Warehouse,964,2025-09-25 22:38:25
PROD201598,LOC2198,Store,73,2024-03-06 00:06:39
PROD200481,LOC2320,Warehouse,51,2025-11-12 07:48:12
PROD202772,LOC1465,Distributor,299,2024-07-17 18:07:40
PROD202528,LOC1998,Store,762,2024-06-20 20:30:42
PROD200890,LOC1969,Distributor,935,2024-11-11 06:31:03
PROD200275,LOC2731,Warehouse,506,2023-03-19 04:24:37
PROD201123,LOC1296,Store,920,2023-08-20 08:51:47
PROD202107,LOC1425,Distributor,652,2024-05-21 16:22:26
PROD202863,LOC1489,Store,890,2024-02-13 12:02:36
PROD201435,LOC1140,Warehouse,268,2025-11-01 07:47:09
PROD204175,LOC1472,Store,831,2023-06-25 03:31:12
PROD203680,LOC1190,Warehouse,318,2024-01-25 01:46:35
PROD204201,LOC2963,Warehouse,929,2025-09-13 11:09:45
PROD201313,LOC1381,Warehouse,976,2025-10-20 02:10:09
PROD204947,LOC1121,Store,962,2023-09-24 07:13:35
PROD201171,LOC1919,Distributor,772,2023-11-04 23:31:24
PROD204680,LOC1442,Warehouse,915,2023-04-11 04:55:00
PROD202935,LOC1711,Warehouse,383,2024-08-09 02:21:36
PROD200268,LOC1833,Warehouse,795,2024-04-18 06:37:08
PROD200968,LOC1543,Distributor,562,2025-09-17 14:31:57
PROD203227,LOC2346,Store,87,2025-08-07 22:35:12
PROD202808,LOC2056,Distributor,583,2023-05-20 12:22:11
PROD203266,LOC1218,Store,834,2024-05-19 07:46:19
PROD202686,LOC2994,Warehouse,46,2023-10-07 03:15:09
PROD203513,LOC1099,Store,165,2023-09-11 10:04:14
PROD203505,LOC2827,Warehouse,719,2024-09-14 19:31:22
PROD202222,LOC1104,Store,302,2025-03-05 21:29:34
PROD204806,LOC2323,Store,289,2025-05-20 20:16:34
PROD202128,LOC1874,Warehouse,841,2025-04-04 17:16:46
PROD203023,LOC2221,Distributor,720,2023-06-17 19:22:13
PROD202540,LOC2177,Store,713,2025-03-02 14:47:14
PROD201110,LOC2195,Warehouse,364,2023-06-25 23:36:55
PROD201465,LOC2116,Distributor,439,2025-10-01 14:34:39
PROD200609,LOC2330,Warehouse,886,2024-09-05 03:27:37
PROD203634,LOC2950,Store,611,2025-05-21 13:14:18
PROD202075,LOC1640,Distributor,234,2023-03-08 22:45:48
PROD201958,LOC1143,Distributor,314,2023-04-06 17:36:22
PROD202274,LOC1614,Distributor,77,2024-05-02 19:00:55
PROD201535,LOC2395,Warehouse,394,2025-11-11 03:37:53
PROD204521,LOC2943,Warehouse,505,2023-05-07 19:14:54
PROD204381,LOC1873,Warehouse,5,2025-02-04 04:44:11
PROD202483,LOC2956,Distributor,916,2025-11-09 08:01:49
PROD200063,LOC2220,Warehouse,229,2024-07-04 15:02:59
PROD201837,LOC2819,Store,251,2025-11-07 14:34:19
PROD200771,LOC2431,Warehouse,883,2025-10-12 13:27:08
PROD200347,LOC2122,Store,596,2023-09-13 02:07:20
PROD202364,LOC2983,Distributor,302,2025-06-04 22:00:06
PROD203430,LOC2084,Warehouse,306,2025-05-23 12:40:02
PROD200748,LOC1990,Warehouse,251,2025-08-30 15:14:43
PROD202487,LOC2519,Warehouse,899,2024-11-06 14:59:07
PROD203697,LOC2619,Distributor,355,2024-01-30 11:54:03
PROD202845,LOC1154,Warehouse,960,2024-04-30 14:57:48
PROD201392,LOC2066,Distributor,966,2023-06-26 22:59:17
PROD202420,LOC1069,Store,22,2025-04-24 18:16:09
PROD202511,LOC2284,Store,414,2023-12-10 09:09:39
PROD204042,LOC2857,Distributor,831,2024-05-26 01:32:58
PROD202769,LOC2566,Store,530,2023-01-05 11:45:53
PROD204061,LOC1808,Store,29,2025-12-19 14:24:01
PROD202547,LOC2395,Store,238,2023-05-19 08:34:36
PROD200945,LOC1658,Store,886,2023-06-03 16:01:06
PROD200261,LOC1630,Store,723,2023-03-16 16:05:33
PROD200497,LOC1296,Distributor,663,2023-02-26 20:31:48
PROD203825,LOC2056,Distributor,153,2023-10-05 17:28:42
PROD200482,LOC2026,Warehouse,419,2023-06-16 08:52:54
PROD204007,LOC1743,Distributor,330,2025-06-19 07:20:10
PROD202194,LOC1454,Store,698,2025-03-08 03:27:33
PROD203984,LOC2768,Distributor,799,2025-10-04 02:46:32
PROD204580,LOC1122,Store,969,2025-12-01 06:58:36
PROD201681,LOC1636,Store,613,2024-10-14 05:37:17
PROD202931,LOC2139,Distributor,627,2024-11-26 19:16:56
PROD204614,LOC1346,Distributor,108,2023-03-24 12:12:01
PROD200514,LOC1499,Store,162,2025-12-18 07:51:32
PROD203607,LOC2080,Store,615,2023-04-03 03:23:49
PROD203119,LOC1258,Warehouse,609,2025-07-08 01:04:54
PROD200889,LOC2705,Store,800,2025-03-27 07:26:12
PROD200304,LOC2402,Warehouse,2,2025-03-04 09:17:44
PROD202112,LOC2614,Warehouse,714,2024-08-20 11:26:15
PROD200656,LOC1146,Distributor,503,2024-02-04 12:11:58
PROD201445,LOC1191,Warehouse,102,2024-09-27 07:48:11
PROD203204,LOC2694,Warehouse,43,2024-03-30 17:56:10
PROD203431,LOC1294,Store,559,2025-02-24 20:27:21
PROD203421,LOC1459,Warehouse,748,2024-02-12 19:24:12
PROD200782,LOC1125,Distributor,184,2023-07-21 07:04:29
PROD201443,LOC2791,Warehouse,640,2024-05-30 23:52:32
PROD204236,LOC1126,Store,33,2024-02-26 07:32:14
PROD201938,LOC1186,Store,427,2024-08-10 06:59:10
PROD203338,LOC1983,Distributor,145,2023-11-16 18:45:56
PROD203049,LOC1803,Distributor,763,2024-01-25 02:54:47
PROD204993,LOC1838,Distributor,488,2024-10-02 01:21:50
PROD202075,LOC2683,Warehouse,449,2023-11-24 16:26:12
PROD200546,LOC1120,Distributor,53,2023-11-12 09:28:53
PROD201771,LOC2997,Warehouse,333,2024-12-17 19:07:48
PROD200758,LOC2924,Store,468,2023-01-11 14:26:35
PROD203414,LOC1096,Store,435,2023-08-28 17:18:37
PROD201112,LOC2789,Distributor,351,2025-03-18 13:32:55
PROD200905,LOC2097,Store,880,2025-04-30 13:42:16
PROD202298,LOC1563,Distributor,495,2023-10-15 13:10:21
PROD202976,LOC1154,Warehouse,253,2025-01-18 14:04:17
PROD203367,LOC1958,Warehouse,983,2024-07-29 23:48:23
PROD203696,LOC2739,Store,972,2023-09-01 03:01:04
PROD201770,LOC1034,Store,317,2025-06-19 14:17:28
PROD202473,LOC2194,Distributor,635,2025-08-24 15:19:30
PROD202759,LOC1274,Warehouse,920,2023-11-26 21:30:54
PROD201860,LOC1376,Warehouse,470,2024-06-04 01:16:26
PROD203952,LOC2807,Store,203,2024-01-25 06:46:36
PROD200074,LOC2061,Warehouse,87,2024-08-06 20:06:07
PROD200946,LOC1956,Store,972,2024-06-23 16:59:15
PROD200430,LOC1331,Warehouse,318,2024-07-28 12:49:37
PROD204289,LOC2316,Warehouse,821,2024-12-23 05:21:06
PROD204862,LOC1600,Distributor,974,2025-06-14 08:43:53
PROD201373,LOC1584,Store,65,2025-12-20 01:26:46
PROD203614,LOC1610,Distributor,391,2025-09-15 06:00:22
PROD201041,LOC2699,Distributor,401,2023-01-18 18:45:46
PROD200912,LOC2472,Distributor,12,2023-06-11 17:52:58
PROD200229,LOC2351,Store,610,2023-07-05 22:29:29
PROD204114,LOC1897,Warehouse,9,2025-04-08 22:34:45
PROD203733,LOC1866,Distributor,366,2024-12-21 20:22:59
PROD200569,LOC1412,Store,28,2023-08-20 04:09:16
PROD203863,LOC1401,Warehouse,20,2025-10-31 06:21:51
PROD202089,LOC2133,Warehouse,581,2025-12-30 03:01:19
PROD204787,LOC2580,Store,837,2025-09-01 04:31:11
PROD202456,LOC1376,Distributor,550,2024-06-04 09:12:19
PROD204591,LOC1086,Distributor,77,2025-10-17 18:24:51
PROD202540,LOC1555,Distributor,466,2023-03-14 21:11:54
PROD201924,LOC2593,Store,527,2023-12-06 11:42:41
PROD203151,LOC2897,Store,683,2025-11-09 04:22:06
PROD204232,LOC1554,Warehouse,83,2023-03-21 14:30:18
PROD201528,LOC2558,Distributor,472,2025-02-21 21:00:17
PROD200568,LOC1552,Distributor,505,2025-03-14 01:41:45
PROD203225,LOC2371,Distributor,554,2024-04-18 04:09:14
PROD201564,LOC1411,Warehouse,521,2024-11-06 03:44:32
PROD202352,LOC1582,Warehouse,199,2025-02-09 19:25:50
PROD203540,LOC2541,Warehouse,458,2024-02-11 11:50:47
PROD203019,LOC2793,Distributor,180,2023-02-15 00:44:52
PROD202916,LOC1234,Distributor,966,2023-01-27 23:38:02
PROD200519,LOC1612,Warehouse,825,2024-01-01 05:22:41
PROD200482,LOC2690,Warehouse,986,2024-10-14 14:03:11
PROD204947,LOC2357,Distributor,35,2025-02-23 00:51:59
PROD202647,LOC1685,Warehouse,645,2023-09-07 12:41:44
PROD203222,LOC2094,Distributor,904,2023-10-24 18:10:48
PROD201262,LOC1482,Distributor,233,2024-05-11 19:45:21
PROD201891,LOC1349,Warehouse,980,2023-08-28 22:55:29
PROD204469,LOC2600,Distributor,155,2025-11-11 23:36:03
PROD201428,LOC1962,Warehouse,514,2024-06-10 15:47:48
PROD202790,LOC1857,Store,684,2023-10-01 02:49:55
PROD203213,LOC2184,Distributor,632,2023-08-31 02:18:41
PROD202559,LOC2648,Distributor,210,2024-07-31 23:32:15
PROD204709,LOC2717,Distributor,88,2023-12-04 18:55:55
PROD200912,LOC2152,Warehouse,780,2025-04-26 14:47:38
PROD201363,LOC1653,Warehouse,341,2023-08-31 03:06:07
PROD200421,LOC2688,Warehouse,98,2024-04-03 06:20:11
PROD202933,LOC2766,Distributor,860,2024-01-21 19:37:02
PROD204287,LOC1278,Warehouse,428,2024-05-19 19:02:05
PROD203355,LOC2320,Distributor,191,2025-02-03 20:38:03
PROD200244,LOC1074,Warehouse,338,2025-05-16 06:03:22
PROD203713,LOC2362,Distributor,481,2023-09-01 06:28:42
PROD200760,LOC1015,Warehouse,742,2023-04-02 06:04:14
PROD202990,LOC2753,Distributor,153,2024-06-06 06:57:15
PROD202388,LOC1894,Warehouse,777,2024-11-23 18:15:03
PROD202837,LOC2367,Store,518,2023-06-27 14:21:55
PROD201569,LOC2112,Warehouse,766,2023-07-15 15:54:33
PROD201632,LOC2862,Warehouse,797,2025-05-01 19:19:43
PROD201595,LOC1485,Distributor,666,2025-08-10 20:50:14
PROD204124,LOC2521,Warehouse,459,2025-02-07 02:41:26
PROD203663,LOC1401,Warehouse,297,2025-09-15 19:01:01
PROD202252,LOC1943,Distributor,732,2025-04-28 13:36:18
PROD202549,LOC2123,Store,934,2023-06-21 05:48:48
PROD203321,LOC2630,Store,818,2025-12-12 20:27:36
PROD200781,LOC1799,Store,322,2023-08-09 19:37:44
PROD200460,LOC2313,Distributor,147,2023-04-07 00:03:13
PROD201103,LOC2882,Store,993,2024-08-23 04:31:12
PROD202395,LOC1019,Store,506,2024-01-23 15:30:34
PROD203687,LOC2196,Distributor,835,2023-07-01 05:55:19
PROD201364,LOC2354,Store,63,2024-02-03 11:22:45
PROD204624,LOC2265,Warehouse,941,2024-07-30 04:31:29
PROD202096,LOC2157,Distributor,706,2023-01-25 05:52:39
PROD201696,LOC2132,Warehouse,195,2023-12-25 01:31:32
PROD200152,LOC2805,Store,227,2025-11-08 01:53:54
PROD202310,LOC1082,Distributor,612,2024-06-14 23:06:04
PROD200675,LOC2109,Warehouse,106,2023-11-17 09:17:18
PROD202023,LOC1830,Warehouse,152,2024-07-28 14:08:21
PROD200889,LOC1679,Store,370,2025-12-07 00:12:01
PROD204136,LOC2964,Distributor,770,2024-02-25 01:13:46
PROD204206,LOC1444,Distributor,414,2023-10-22 11:32:03
PROD203016,LOC1654,Warehouse,65,2024-02-04 15:00:13
PROD200646,LOC1900,Distributor,789,2023-04-02 19:35:21
PROD201244,LOC2754,Warehouse,633,2023-07-23 13:53:40
PROD202292,LOC2633,Store,240,2023-10-23 17:28:29
PROD200669,LOC2647,Store,192,2025-01-28 02:41:21
PROD200274,LOC2805,Warehouse,363,2023-08-17 01:53:07
PROD202362,LOC2076,Warehouse,713,2025-01-28 12:25:02
PROD201662,LOC2867,Store,500,2025-05-27 15:14:24
PROD204323,LOC2251,Warehouse,124,2025-09-17 15:21:21
PROD203283,LOC2684,Distributor,780,2025-11-03 08:16:16
PROD203330,LOC2427,Distributor,929,2023-10-06 22:30:59
PROD200770,LOC2702,Store,54,2024-09-27 03:10:34
PROD203220,LOC1593,Distributor,949,2023-06-15 08:50:51
PROD201012,LOC1654,Store,228,2025-11-17 18:58:33
PROD201634,LOC1918,Warehouse,29,2024-03-23 18:05:04
PROD200882,LOC1846,Distributor,435,2023-03-15 00:43:38
PROD204544,LOC1035,Warehouse,121,2025-12-03 04:37:48
PROD204583,LOC1243,Store,13,2024-11-17 12:15:31
PROD201260,LOC1241,Warehouse,868,2023-06-04 13:37:15
PROD200687,LOC1732,Store,723,2025-07-26 20:32:16
PROD204558,LOC2312,Distributor,61,2025-06-02 22:18:37
PROD201653,LOC1688,Warehouse,130,2025-01-24 05:30:21
PROD203930,LOC1183,Distributor,139,2023-11-04 00:13:14
PROD201381,LOC1546,Distributor,30,2024-06-19 04:24:16
PROD200294,LOC2597,Warehouse,407,2023-08-06 06:21:31
PROD203348,LOC1222,Store,192,2023-05-25 00:11:59
PROD203284,LOC1924,Store,377,2024-05-18 03:38:26
PROD201347,LOC2247,Store,35,2023-12-18 00:05:45
PROD201915,LOC1495,Warehouse,129,2023-04-13 13:34:07
PROD201906,LOC2077,Warehouse,454,2025-03-10 19:31:44
PROD200813,LOC1794,Distributor,99,2023-06-02 17:56:01
PROD200502,LOC1192,Warehouse,672,2024-11-16 02:52:18
PROD202225,LOC2149,Store,72,2023-12-17 06:14:10
PROD200245,LOC1060,Store,97,2025-01-25 10:18:51
PROD200795,LOC2389,Warehouse,60,2025-10-20 20:14:43
PROD202361,LOC1828,Warehouse,156,2023-08-22 14:39:39
PROD202641,LOC2619,Distributor,71,2024-10-18 00:32:21
PROD204987,LOC2870,Distributor,804,2024-07-30 20:16:23
PROD201745,LOC2027,Store,489,2023-05-16 23:17:12
PROD204396,LOC1345,Warehouse,68,2025-09-20 19:10:15
PROD200463,LOC1043,Store,492,2023-08-29 22:37:56
PROD202975,LOC1879,Store,820,2024-04-25 21:37:13
PROD204395,LOC2924,Distributor,993,2025-07-29 02:13:51
PROD202862,LOC2299,Distributor,432,2024-11-04 06:46:10
PROD204269,LOC1167,Warehouse,85,2025-11-18 12:42:42
PROD200349,LOC1605,Distributor,667,2024-07-14 01:55:02
PROD203057,LOC2911,Store,957,2025-09-25 22:23:34
PROD201738,LOC1149,Warehouse,544,2025-03-10 18:29:20
PROD204439,LOC2736,Store,9,2025-11-08 15:10:28
PROD201298,LOC1685,Warehouse,51,2025-09-29 06:59:56
PROD204397,LOC1209,Distributor,268,2024-06-06 17:49:48
PROD202054,LOC1043,Warehouse,207,2023-01-17 21:31:07
PROD204497,LOC1969,Warehouse,625,2024-11-05 01:52:20
PROD200118,LOC1705,Store,901,2024-06-21 16:43:20
PROD204286,LOC2435,Warehouse,554,2023-06-26 05:14:42
PROD204186,LOC1295,Distributor,814,2023-07-09 12:03:31
PROD202964,LOC1132,Warehouse,482,2025-01-06 09:51:14
PROD202054,LOC2119,Distributor,510,2024-11-18 20:48:19
PROD203739,LOC2220,Warehouse,846,2023-01-21 20:37:16
PROD204507,LOC2199,Distributor,196,2024-02-19 22:36:04
PROD200316,LOC1837,Store,589,2024-01-03 10:45:08
PROD202996,LOC1821,Store,903,2023-11-13 06:04:38
PROD200755,LOC2436,Store,560,2025-04-12 13:57:29
PROD202911,LOC2453,Distributor,222,2024-04-13 20:24:27
PROD203760,LOC2681,Store,522,2025-09-22 08:19:08
PROD203560,LOC1231,Distributor,72,2024-07-31 04:28:37
PROD200947,LOC1667,Warehouse,943,2024-02-26 19:43:43
PROD203159,LOC1890,Store,431,2024-01-07 01:31:19
PROD203500,LOC1236,Warehouse,354,2024-12-31 21:05:44
PROD200531,LOC2167,Warehouse,579,2025-12-17 23:46:15
PROD201817,LOC2912,Store,361,2023-09-24 10:08:21
PROD203289,LOC1514,Warehouse,140,2023-08-18 17:30:53
PROD203977,LOC2152,Warehouse,446,2024-11-10 12:11:54
PROD201641,LOC1555,Store,418,2023-07-04 16:30:11
PROD200617,LOC2651,Distributor,848,2023-03-04 18:13:06
PROD202889,LOC1837,Store,200,2024-08-04 09:42:42
PROD200398,LOC1749,Distributor,996,2025-08-31 12:31:43
PROD201550,LOC2836,Warehouse,354,2024-08-17 18:37:19
PROD204864,LOC2578,Distributor,71,2025-09-07 10:04:53
PROD201955,LOC2704,Store,311,2024-09-27 17:22:07
PROD200726,LOC1436,Distributor,517,2025-09-27 23:20:05
PROD203575,LOC1832,Store,125,2024-03-18 11:54:33
PROD202605,LOC2565,Store,195,2025-08-21 08:34:55
PROD204668,LOC2677,Distributor,526,2023-03-23 19:10:18
PROD200385,LOC2601,Distributor,613,2023-06-13 09:56:34
PROD203896,LOC1572,Distributor,948,2025-01-01 01:08:31
PROD201888,LOC1272,Store,751,2023-07-21 03:45:17
PROD203293,LOC1946,Distributor,403,2025-03-07 00:32:23
PROD201505,LOC2018,Warehouse,504,2023-11-06 06:06:44
PROD204351,LOC1756,Distributor,102,2023-10-12 17:21:23
PROD200052,LOC2585,Warehouse,890,2023-09-23 20:04:52
PROD204729,LOC1127,Warehouse,988,2023-12-25 23:02:07
PROD204159,LOC1686,Warehouse,257,2024-11-25 05:30:31
PROD200030,LOC1541,Warehouse,129,2023-07-24 12:12:29
PROD200669,LOC1630,Warehouse,841,2023-07-30 21:28:02
