interaction_id,ticket_id,order_id,interaction_date,customer_id,customer_name,customer_type,channel,region,state,city,pin_code,restaurant_name,cuisine_type,order_value,discount_amount,net_value,feedback_language,feedback_text,social_post_text,complaint_flag,complaint_category_manual,sentiment_manual,resolution_status,call_audio_stage_path,invoice_pdf_stage_path
4668,TKT-20244668,ORD-2024104668,2024-06-06,499856,Customer_499856,RESTAURANT,CALL_CENTER,West,Gujarat,Ahmedabad,681248,Healthy Greens,Salads,293.91,29.39,264.52,te,Restaurant maintained good hygiene and quality. Customer reported unprofessional behaviour from the delivery partner.,,1,Rude Partner,Positive,IN_PROGRESS,@swiggy_media_stage/calls/call_4668.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104668.pdf
4669,TKT-20244669,ORD-2024104669,2024-09-19,409185,Customer_409185,RESTAURANT,CALL_CENTER,North,Uttar Pradesh,Lucknow,812989,Idli Express,South Indian,373.49,56.02,317.47,en,Restaurant maintained good hygiene and quality. Customer reported unprofessional behaviour from the delivery partner.,,1,Rude Partner,Positive,RESOLVED,@swiggy_media_stage/calls/call_4669.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104669.pdf
4670,TKT-20244670,ORD-2024104670,2024-03-09,981366,Customer_981366,RESTAURANT,TWITTER,South,Telangana,Hyderabad,738804,Idli Express,South Indian,182.12,9.11,173.01,hi,Some mixed feedback received about portion size and pricing. Customer mentioned the order took more than 50 minutes to arrive.,"Saw a good deal on Swiggy, might try a new restaurant.",1,Late Delivery,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024104670.pdf
4671,TKT-20244671,ORD-2024104671,2024-11-16,529810,Customer_529810,DELIVERY_PARTNER,EMAIL,North,Uttar Pradesh,Lucknow,681460,Empire Restaurant,North Indian,277.61,41.64,235.97,en,"Received wrong items in the order, very disappointed.",,0,General Feedback,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104671.pdf
4672,TKT-20244672,ORD-2024104672,2024-07-21,532858,Customer_532858,CONSUMER,APP,West,Gujarat,Ahmedabad,797925,Meghna Foods,Biryani,324.25,0.0,324.25,hi,"Food was hot and on time, very happy with the service. Food temperature was low and not enjoyable on arrival.",,1,Cold Food,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024104672.pdf
4673,TKT-20244673,ORD-2024104673,2024-06-16,132466,Customer_132466,RESTAURANT,WHATSAPP,North,Uttar Pradesh,Lucknow,245814,Meghna Foods,Biryani,668.05,100.21,567.84,ta,"Received wrong items in the order, very disappointed. Customer mentioned the order took more than 50 minutes to arrive.",,1,Late Delivery,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104673.pdf
4674,TKT-20244674,ORD-2024104674,2024-12-23,992334,Customer_992334,DELIVERY_PARTNER,APP,West,Maharashtra,Mumbai,619769,Biryani House,Biryani,166.45,16.64,149.81,te,Seamless app experience and quick delivery.,,0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104674.pdf
4675,TKT-20244675,ORD-2024104675,2024-02-08,984976,Customer_984976,DELIVERY_PARTNER,APP,East,West Bengal,Kolkata,338134,Meghna Foods,Biryani,288.16,14.41,273.75,te,Customer asked about packaging options for long-distance delivery.,,0,General Feedback,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024104675.pdf
4676,TKT-20244676,ORD-2024104676,2024-05-23,838567,Customer_838567,CONSUMER,APP,South,Tamil Nadu,Chennai,543405,Pizza Palace,Pizza,163.22,8.16,155.06,bn,Seamless app experience and quick delivery.,,0,General Feedback,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024104676.pdf
4677,TKT-20244677,ORD-2024104677,2024-06-21,108854,Customer_108854,CONSUMER,TWITTER,West,Maharashtra,Mumbai,584252,China Bowl,Chinese,160.47,8.02,152.45,bn,Refund is taking too long to process after cancellation. Refund was not credited even after 3-5 working days.,"Order came cold and super late, not cool @swiggy_in",1,Refund Delay,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104677.pdf
4678,TKT-20244678,ORD-2024104678,2024-01-20,255622,Customer_255622,DELIVERY_PARTNER,WHATSAPP,South,Tamil Nadu,Chennai,951598,China Bowl,Chinese,205.67,20.57,185.1,hi,Restaurant maintained good hygiene and quality. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024104678.pdf
4679,TKT-20244679,ORD-2024104679,2024-03-06,650739,Customer_650739,CONSUMER,EMAIL,West,Maharashtra,Pune,292943,China Bowl,Chinese,306.46,30.65,275.81,bn,Delivery partner was polite and followed instructions perfectly.,,0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104679.pdf
4680,TKT-20244680,ORD-2024104680,2024-02-03,853665,Customer_853665,DELIVERY_PARTNER,TWITTER,South,Tamil Nadu,Chennai,923621,Healthy Greens,Salads,263.37,13.17,250.2,ta,"Loved the taste and packaging, will definitely reorder. Refund was not credited even after 3-5 working days.","Swiggy delivery on point today, hot biryani right on time 🔥",1,Refund Delay,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104680.pdf
4681,TKT-20244681,ORD-2024104681,2024-01-13,989527,Customer_989527,CONSUMER,WHATSAPP,South,Karnataka,Bengaluru,451703,Idli Express,South Indian,819.34,81.93,737.41,te,Order arrived very late and the food was cold.,,0,General Feedback,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024104681.pdf
4682,TKT-20244682,ORD-2024104682,2024-05-07,341101,Customer_341101,RESTAURANT,WHATSAPP,West,Gujarat,Ahmedabad,873421,Biryani House,Biryani,596.97,0.0,596.97,te,Refund is taking too long to process after cancellation. Customer reported app crash during payment or tracking.,,1,App Crash,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104682.pdf
4683,TKT-20244683,ORD-2024104683,2024-01-10,871911,Customer_871911,DELIVERY_PARTNER,CALL_CENTER,East,West Bengal,Kolkata,417014,Biryani House,Biryani,518.25,0.0,518.25,hi,Order arrived very late and the food was cold.,,0,General Feedback,Negative,ESCALATED,@swiggy_media_stage/calls/call_4683.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104683.pdf
4684,TKT-20244684,ORD-2024104684,2024-08-13,682124,Customer_682124,RESTAURANT,TWITTER,West,Maharashtra,Mumbai,519728,Pizza Palace,Pizza,567.76,113.55,454.21,te,Restaurant maintained good hygiene and quality.,"Swiggy delivery on point today, hot biryani right on time 🔥",0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104684.pdf
4685,TKT-20244685,ORD-2024104685,2024-07-01,231444,Customer_231444,RESTAURANT,WHATSAPP,North,Delhi,New Delhi,883364,China Bowl,Chinese,560.2,28.01,532.19,en,Delivery partner was polite and followed instructions perfectly. Refund was not credited even after 3-5 working days.,,1,Refund Delay,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024104685.pdf
4686,TKT-20244686,ORD-2024104686,2024-10-05,668084,Customer_668084,CONSUMER,TWITTER,East,West Bengal,Kolkata,891818,Empire Restaurant,North Indian,340.35,0.0,340.35,hi,Felt the restaurant hygiene was not up to the mark.,"Refund still pending after cancellation, please check!",0,General Feedback,Negative,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024104686.pdf
4687,TKT-20244687,ORD-2024104687,2024-08-19,112234,Customer_112234,DELIVERY_PARTNER,EMAIL,West,Gujarat,Ahmedabad,495634,Meghna Foods,Biryani,722.65,0.0,722.65,bn,Customer asked about packaging options for long-distance delivery.,,0,General Feedback,Neutral,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104687.pdf
4688,TKT-20244688,ORD-2024104688,2024-09-27,178762,Customer_178762,DELIVERY_PARTNER,EMAIL,South,Tamil Nadu,Chennai,454807,Bombay Chaats,Street Food,361.47,54.22,307.25,bn,Order arrived very late and the food was cold. Food temperature was low and not enjoyable on arrival.,,1,Cold Food,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024104688.pdf
4689,TKT-20244689,ORD-2024104689,2024-02-04,529041,Customer_529041,CONSUMER,CALL_CENTER,West,Gujarat,Ahmedabad,268047,Healthy Greens,Salads,185.48,27.82,157.66,en,Seamless app experience and quick delivery.,,0,General Feedback,Positive,RESOLVED,@swiggy_media_stage/calls/call_4689.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104689.pdf
4690,TKT-20244690,ORD-2024104690,2024-11-12,762895,Customer_762895,DELIVERY_PARTNER,CALL_CENTER,West,Maharashtra,Pune,706695,Bombay Chaats,Street Food,227.48,22.75,204.73,hi,Seamless app experience and quick delivery. Refund was not credited even after 3-5 working days.,,1,Refund Delay,Positive,OPEN,@swiggy_media_stage/calls/call_4690.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104690.pdf
4691,TKT-20244691,ORD-2024104691,2024-11-23,547922,Customer_547922,DELIVERY_PARTNER,APP,South,Tamil Nadu,Chennai,385814,Truffles,Burgers,273.53,0.0,273.53,ta,Seamless app experience and quick delivery. Customer reported app crash during payment or tracking.,,1,App Crash,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104691.pdf
4692,TKT-20244692,ORD-2024104692,2024-11-12,766564,Customer_766564,DELIVERY_PARTNER,WHATSAPP,North,Rajasthan,Jaipur,458376,Truffles,Burgers,158.4,0.0,158.4,te,"Order delivered, customer had a few clarifying questions.",,0,General Feedback,Neutral,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104692.pdf
4693,TKT-20244693,ORD-2024104693,2024-09-15,780331,Customer_780331,RESTAURANT,TWITTER,West,Maharashtra,Pune,269056,Healthy Greens,Salads,272.93,40.94,231.99,hi,Restaurant maintained good hygiene and quality. Customer reported app crash during payment or tracking.,"Loved the quick delivery and polite partner, thanks @swiggy_in",1,App Crash,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104693.pdf
4694,TKT-20244694,ORD-2024104694,2024-03-07,892659,Customer_892659,RESTAURANT,EMAIL,East,West Bengal,Kolkata,554347,Biryani House,Biryani,295.6,59.12,236.48,ta,Delivery partner was polite and followed instructions perfectly. Refund was not credited even after 3-5 working days.,,1,Refund Delay,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104694.pdf
4695,TKT-20244695,ORD-2024104695,2024-04-21,846898,Customer_846898,RESTAURANT,APP,North,Uttar Pradesh,Lucknow,881053,Bombay Chaats,Street Food,451.09,45.11,405.98,en,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024104695.pdf
4696,TKT-20244696,ORD-2024104696,2024-09-15,903902,Customer_903902,RESTAURANT,CALL_CENTER,South,Karnataka,Bengaluru,360145,Tandoori Flames,Mughlai,505.88,25.29,480.59,bn,"Food was hot and on time, very happy with the service.",,0,General Feedback,Positive,ESCALATED,@swiggy_media_stage/calls/call_4696.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104696.pdf
4697,TKT-20244697,ORD-2024104697,2024-04-19,382384,Customer_382384,RESTAURANT,CALL_CENTER,West,Maharashtra,Mumbai,876798,Truffles,Burgers,720.44,36.02,684.42,te,Felt the restaurant hygiene was not up to the mark.,,0,General Feedback,Negative,IN_PROGRESS,@swiggy_media_stage/calls/call_4697.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104697.pdf
4698,TKT-20244698,ORD-2024104698,2024-06-05,156676,Customer_156676,RESTAURANT,WHATSAPP,North,Uttar Pradesh,Lucknow,229614,Truffles,Burgers,233.43,35.01,198.42,ml,Delivery partner was polite and followed instructions perfectly. Refund was not credited even after 3-5 working days.,,1,Refund Delay,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104698.pdf
4699,TKT-20244699,ORD-2024104699,2024-02-20,142137,Customer_142137,CONSUMER,TWITTER,North,Uttar Pradesh,Lucknow,171312,Healthy Greens,Salads,428.46,0.0,428.46,bn,Felt the restaurant hygiene was not up to the mark.,"Order came cold and super late, not cool @swiggy_in",0,General Feedback,Negative,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024104699.pdf
4700,TKT-20244700,ORD-2024104700,2024-03-21,467847,Customer_467847,CONSUMER,WHATSAPP,East,West Bengal,Kolkata,874349,Truffles,Burgers,393.82,0.0,393.82,ta,"Loved the taste and packaging, will definitely reorder. One or more dishes did not match the original order.",,1,Wrong Item,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024104700.pdf
4701,TKT-20244701,ORD-2024104701,2024-03-30,671946,Customer_671946,CONSUMER,WHATSAPP,North,Uttar Pradesh,Lucknow,900355,Meghna Foods,Biryani,252.23,0.0,252.23,ta,Seamless app experience and quick delivery.,,0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104701.pdf
4702,TKT-20244702,ORD-2024104702,2024-12-14,687772,Customer_687772,DELIVERY_PARTNER,CALL_CENTER,West,Maharashtra,Pune,650807,Truffles,Burgers,707.46,35.37,672.09,ml,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,ESCALATED,@swiggy_media_stage/calls/call_4702.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104702.pdf
4703,TKT-20244703,ORD-2024104703,2024-09-10,503670,Customer_503670,DELIVERY_PARTNER,WHATSAPP,West,Maharashtra,Mumbai,183531,China Bowl,Chinese,896.16,44.81,851.35,bn,Felt the restaurant hygiene was not up to the mark. Customer shared overall experience and suggestions.,,1,General Feedback,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024104703.pdf
4704,TKT-20244704,ORD-2024104704,2024-11-14,837415,Customer_837415,CONSUMER,EMAIL,North,Rajasthan,Jaipur,617677,Pizza Palace,Pizza,196.9,19.69,177.21,bn,Delivery partner was rude and did not follow instructions.,,0,General Feedback,Negative,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024104704.pdf
4705,TKT-20244705,ORD-2024104705,2024-11-14,579083,Customer_579083,DELIVERY_PARTNER,CALL_CENTER,East,West Bengal,Kolkata,980238,Healthy Greens,Salads,227.0,11.35,215.65,bn,"Order delivered, customer had a few clarifying questions.",,0,General Feedback,Neutral,ESCALATED,@swiggy_media_stage/calls/call_4705.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104705.pdf
4706,TKT-20244706,ORD-2024104706,2024-03-27,562071,Customer_562071,CONSUMER,TWITTER,South,Telangana,Hyderabad,411543,Idli Express,South Indian,373.31,74.66,298.65,en,Refund is taking too long to process after cancellation. Customer reported unprofessional behaviour from the delivery partner.,"Refund still pending after cancellation, please check!",1,Rude Partner,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104706.pdf
4707,TKT-20244707,ORD-2024104707,2024-05-09,273917,Customer_273917,DELIVERY_PARTNER,EMAIL,East,West Bengal,Kolkata,195307,Empire Restaurant,North Indian,277.64,55.53,222.11,ml,Restaurant requested more clarity on offer terms.,,0,General Feedback,Neutral,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104707.pdf
4708,TKT-20244708,ORD-2024104708,2024-07-13,431086,Customer_431086,DELIVERY_PARTNER,CALL_CENTER,South,Karnataka,Bengaluru,230167,Healthy Greens,Salads,136.74,13.67,123.07,en,Delivery partner was polite and followed instructions perfectly.,,0,General Feedback,Positive,RESOLVED,@swiggy_media_stage/calls/call_4708.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104708.pdf
4709,TKT-20244709,ORD-2024104709,2024-06-14,422408,Customer_422408,RESTAURANT,EMAIL,East,West Bengal,Kolkata,462878,Empire Restaurant,North Indian,565.02,0.0,565.02,en,Felt the restaurant hygiene was not up to the mark.,,0,General Feedback,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104709.pdf
4710,TKT-20244710,ORD-2024104710,2024-11-09,585177,Customer_585177,CONSUMER,CALL_CENTER,South,Tamil Nadu,Chennai,505801,Empire Restaurant,North Indian,562.4,84.36,478.04,ml,Restaurant maintained good hygiene and quality. Refund was not credited even after 3-5 working days.,,1,Refund Delay,Positive,IN_PROGRESS,@swiggy_media_stage/calls/call_4710.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104710.pdf
4711,TKT-20244711,ORD-2024104711,2024-12-08,197603,Customer_197603,DELIVERY_PARTNER,APP,North,Rajasthan,Jaipur,505863,Biryani House,Biryani,269.71,53.94,215.77,ml,Seamless app experience and quick delivery. Food temperature was low and not enjoyable on arrival.,,1,Cold Food,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024104711.pdf
4712,TKT-20244712,ORD-2024104712,2024-06-10,967355,Customer_967355,DELIVERY_PARTNER,WHATSAPP,North,Uttar Pradesh,Lucknow,191602,Bombay Chaats,Street Food,251.35,0.0,251.35,ml,Order arrived very late and the food was cold.,,0,General Feedback,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104712.pdf
4713,TKT-20244713,ORD-2024104713,2024-04-26,308800,Customer_308800,DELIVERY_PARTNER,APP,West,Maharashtra,Mumbai,941710,Empire Restaurant,North Indian,360.3,0.0,360.3,ml,"Loved the taste and packaging, will definitely reorder. Customer reported unprofessional behaviour from the delivery partner.",,1,Rude Partner,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104713.pdf
4714,TKT-20244714,ORD-2024104714,2024-10-21,580812,Customer_580812,DELIVERY_PARTNER,WHATSAPP,North,Rajasthan,Jaipur,554723,Tandoori Flames,Mughlai,512.43,0.0,512.43,ta,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104714.pdf
4715,TKT-20244715,ORD-2024104715,2024-06-07,862868,Customer_862868,RESTAURANT,CALL_CENTER,South,Tamil Nadu,Chennai,390115,Tandoori Flames,Mughlai,330.87,49.63,281.24,en,Seamless app experience and quick delivery.,,0,General Feedback,Positive,ESCALATED,@swiggy_media_stage/calls/call_4715.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104715.pdf
4716,TKT-20244716,ORD-2024104716,2024-01-08,296768,Customer_296768,CONSUMER,WHATSAPP,West,Maharashtra,Pune,382528,Tandoori Flames,Mughlai,843.09,42.15,800.94,bn,Restaurant maintained good hygiene and quality.,,0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104716.pdf
4717,TKT-20244717,ORD-2024104717,2024-09-13,849125,Customer_849125,RESTAURANT,EMAIL,East,West Bengal,Kolkata,297515,Pizza Palace,Pizza,824.32,0.0,824.32,bn,"Food was hot and on time, very happy with the service.",,0,General Feedback,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024104717.pdf
4718,TKT-20244718,ORD-2024104718,2024-03-04,463848,Customer_463848,RESTAURANT,TWITTER,North,Delhi,New Delhi,134366,Truffles,Burgers,215.05,32.26,182.79,ml,Order arrived very late and the food was cold.,"Refund still pending after cancellation, please check!",0,General Feedback,Negative,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024104718.pdf
4719,TKT-20244719,ORD-2024104719,2024-01-31,323971,Customer_323971,CONSUMER,TWITTER,South,Telangana,Hyderabad,964132,Biryani House,Biryani,197.79,39.56,158.23,ta,Seamless app experience and quick delivery.,"Loved the quick delivery and polite partner, thanks @swiggy_in",0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104719.pdf
4720,TKT-20244720,ORD-2024104720,2024-01-20,204281,Customer_204281,RESTAURANT,APP,West,Maharashtra,Mumbai,960126,Meghna Foods,Biryani,531.06,0.0,531.06,te,Customer asked about packaging options for long-distance delivery. One or more dishes did not match the original order.,,1,Wrong Item,Neutral,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104720.pdf
4721,TKT-20244721,ORD-2024104721,2024-06-09,195739,Customer_195739,CONSUMER,APP,South,Telangana,Hyderabad,272208,China Bowl,Chinese,333.68,50.05,283.63,ml,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024104721.pdf
4722,TKT-20244722,ORD-2024104722,2024-07-08,302141,Customer_302141,CONSUMER,APP,South,Tamil Nadu,Chennai,691895,Bombay Chaats,Street Food,761.79,152.36,609.43,en,Delivery partner was polite and followed instructions perfectly.,,0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104722.pdf
4723,TKT-20244723,ORD-2024104723,2024-11-05,969476,Customer_969476,CONSUMER,CALL_CENTER,North,Rajasthan,Jaipur,684169,Pizza Palace,Pizza,886.45,44.32,842.13,ml,Customer enquired about delivery to a new location pin code. Customer reported app crash during payment or tracking.,,1,App Crash,Neutral,RESOLVED,@swiggy_media_stage/calls/call_4723.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104723.pdf
4724,TKT-20244724,ORD-2024104724,2024-08-05,583417,Customer_583417,DELIVERY_PARTNER,TWITTER,West,Maharashtra,Mumbai,295160,Healthy Greens,Salads,567.5,56.75,510.75,hi,Refund is taking too long to process after cancellation. Customer reported unprofessional behaviour from the delivery partner.,"Order came cold and super late, not cool @swiggy_in",1,Rude Partner,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104724.pdf
4725,TKT-20244725,ORD-2024104725,2024-08-30,896987,Customer_896987,CONSUMER,CALL_CENTER,West,Maharashtra,Mumbai,895327,Tandoori Flames,Mughlai,919.2,183.84,735.36,hi,Order arrived very late and the food was cold.,,0,General Feedback,Negative,RESOLVED,@swiggy_media_stage/calls/call_4725.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104725.pdf
4726,TKT-20244726,ORD-2024104726,2024-04-30,983172,Customer_983172,RESTAURANT,CALL_CENTER,South,Telangana,Hyderabad,906614,Meghna Foods,Biryani,439.47,43.95,395.52,bn,Seamless app experience and quick delivery.,,0,General Feedback,Positive,IN_PROGRESS,@swiggy_media_stage/calls/call_4726.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104726.pdf
4727,TKT-20244727,ORD-2024104727,2024-05-16,818064,Customer_818064,RESTAURANT,EMAIL,North,Rajasthan,Jaipur,290549,Pizza Palace,Pizza,266.41,53.28,213.13,ta,Felt the restaurant hygiene was not up to the mark. Packaging and restaurant cleanliness were questioned.,,1,Hygiene Issue,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104727.pdf
4728,TKT-20244728,ORD-2024104728,2024-08-16,260700,Customer_260700,CONSUMER,APP,East,West Bengal,Kolkata,259305,Pizza Palace,Pizza,251.78,12.59,239.19,ml,Delivery partner was rude and did not follow instructions.,,0,General Feedback,Negative,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024104728.pdf
4729,TKT-20244729,ORD-2024104729,2024-07-21,581011,Customer_581011,RESTAURANT,EMAIL,South,Telangana,Hyderabad,824327,Empire Restaurant,North Indian,645.95,0.0,645.95,hi,Customer enquired about delivery to a new location pin code. Packaging and restaurant cleanliness were questioned.,,1,Hygiene Issue,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024104729.pdf
4730,TKT-20244730,ORD-2024104730,2024-03-06,203400,Customer_203400,CONSUMER,APP,South,Telangana,Hyderabad,168831,Pizza Palace,Pizza,728.74,36.44,692.3,hi,Delivery partner was polite and followed instructions perfectly.,,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104730.pdf
4731,TKT-20244731,ORD-2024104731,2024-12-20,356653,Customer_356653,RESTAURANT,EMAIL,East,West Bengal,Kolkata,122323,China Bowl,Chinese,193.69,9.68,184.01,en,Restaurant maintained good hygiene and quality.,,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104731.pdf
4732,TKT-20244732,ORD-2024104732,2024-01-30,620006,Customer_620006,CONSUMER,WHATSAPP,West,Maharashtra,Pune,678808,Empire Restaurant,North Indian,268.87,0.0,268.87,te,"Loved the taste and packaging, will definitely reorder. Customer reported unprofessional behaviour from the delivery partner.",,1,Rude Partner,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024104732.pdf
4733,TKT-20244733,ORD-2024104733,2024-02-14,549444,Customer_549444,DELIVERY_PARTNER,WHATSAPP,West,Gujarat,Ahmedabad,438266,Pizza Palace,Pizza,441.74,0.0,441.74,te,Restaurant requested more clarity on offer terms. Customer shared overall experience and suggestions.,,1,General Feedback,Neutral,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104733.pdf
4734,TKT-20244734,ORD-2024104734,2024-08-15,933711,Customer_933711,CONSUMER,EMAIL,North,Delhi,New Delhi,344406,Pizza Palace,Pizza,392.65,0.0,392.65,en,Delivery partner was polite and followed instructions perfectly. Customer shared overall experience and suggestions.,,1,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104734.pdf
4735,TKT-20244735,ORD-2024104735,2024-01-09,135853,Customer_135853,DELIVERY_PARTNER,EMAIL,North,Uttar Pradesh,Lucknow,325307,Idli Express,South Indian,493.55,0.0,493.55,bn,Refund is taking too long to process after cancellation. Refund was not credited even after 3-5 working days.,,1,Refund Delay,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024104735.pdf
4736,TKT-20244736,ORD-2024104736,2024-05-26,604121,Customer_604121,RESTAURANT,TWITTER,East,West Bengal,Kolkata,362559,Pizza Palace,Pizza,601.05,0.0,601.05,ml,Seamless app experience and quick delivery.,"Loved the quick delivery and polite partner, thanks @swiggy_in",0,General Feedback,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024104736.pdf
4737,TKT-20244737,ORD-2024104737,2024-03-07,969515,Customer_969515,CONSUMER,CALL_CENTER,East,West Bengal,Kolkata,973562,Pizza Palace,Pizza,245.07,24.51,220.56,en,Refund is taking too long to process after cancellation. Customer reported app crash during payment or tracking.,,1,App Crash,Negative,IN_PROGRESS,@swiggy_media_stage/calls/call_4737.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104737.pdf
4738,TKT-20244738,ORD-2024104738,2024-03-25,474005,Customer_474005,DELIVERY_PARTNER,WHATSAPP,South,Telangana,Hyderabad,773228,Bombay Chaats,Street Food,783.29,117.49,665.8,te,Seamless app experience and quick delivery. One or more dishes did not match the original order.,,1,Wrong Item,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024104738.pdf
4739,TKT-20244739,ORD-2024104739,2024-12-04,584049,Customer_584049,CONSUMER,CALL_CENTER,South,Karnataka,Bengaluru,947941,Pizza Palace,Pizza,554.52,27.73,526.79,ml,Restaurant maintained good hygiene and quality.,,0,General Feedback,Positive,ESCALATED,@swiggy_media_stage/calls/call_4739.wav,@swiggy_media_stage/invoices/invoice_ORD-2024104739.pdf
4740,TKT-20244740,ORD-2024104740,2024-10-17,473470,Customer_473470,DELIVERY_PARTNER,APP,South,Tamil Nadu,Chennai,999008,Meghna Foods,Biryani,272.81,54.56,218.25,ta,Seamless app experience and quick delivery. Packaging and restaurant cleanliness were questioned.,,1,Hygiene Issue,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024104740.pdf
4741,TKT-20244741,ORD-2024104741,2024-03-12,669508,Customer_669508,CONSUMER,EMAIL,West,Maharashtra,Pune,918345,Tandoori Flames,Mughlai,138.31,6.92,131.39,hi,Customer asked about packaging options for long-distance delivery. Refund was not credited even after 3-5 working days.,,1,Refund Delay,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024104741.pdf
